    1	0.36593
    2	0.375594
    3	0.385263
    4	0.394935
    5	0.404613
    6	0.414295
    7	0.423981
    8	0.433671
    9	0.443366
   10	0.453065
   11	0.462769
   12	0.472477
   13	0.48219
   14	0.491907
   15	0.501628
   16	0.511353
   17	0.521084
   18	0.530818
   19	0.540557
   20	0.5503
   21	0.560048
   22	0.5698
   23	0.579556
   24	0.589317
   25	0.599082
   26	0.608852
   27	0.618625
   28	0.628404
   29	0.638187
   30	0.647974
   31	0.657765
   32	0.667561
   33	0.655792
   34	0.665599
   35	0.675401
   36	0.685198
   37	0.694989
   38	0.704776
   39	0.714557
   40	0.724333
   41	0.734103
   42	0.743869
   43	0.753629
   44	0.763384
   45	0.773133
   46	0.782878
   47	0.792617
   48	0.802352
   49	0.812081
   50	0.821804
   51	0.831523
   52	0.841236
   53	0.850944
   54	0.860647
   55	0.870345
   56	0.880037
   57	0.889724
   58	0.899407
   59	0.909083
   60	0.918755
   61	0.928421
   62	0.938083
   63	0.947739
   64	0.95739
   65	0.967035
   66	0.976675
   67	0.986311
   68	0.995941
   69	1.00557
   70	1.01518
   71	1.0248
   72	1.03441
   73	1.04401
   74	1.05361
   75	1.0632
   76	1.07279
   77	1.08238
   78	1.09195
   79	1.10153
   80	1.11109
   81	1.12066
   82	1.13021
   83	1.13977
   84	1.14931
   85	1.15885
   86	1.16839
   87	1.17792
   88	1.18745
   89	1.19697
   90	1.20648
   91	1.21599
   92	1.2255
   93	1.235
   94	1.24449
   95	1.25398
   96	1.26346
   97	1.25337
   98	1.26335
   99	1.27332
  100	1.28329
  101	1.29326
  102	1.30323
  103	1.31321
  104	1.32318
  105	1.33315
  106	1.34312
  107	1.35309
  108	1.36306
  109	1.37303
  110	1.383
  111	1.39297
  112	1.40294
  113	1.41291
  114	1.42288
  115	1.43284
  116	1.44281
  117	1.45278
  118	1.46275
  119	1.47272
  120	1.48269
  121	1.49265
  122	1.50262
  123	1.51259
  124	1.52255
  125	1.53252
  126	1.54248
  127	1.55245
  128	1.56242
  129	1.57238
  130	1.58235
  131	1.59231
  132	1.60228
  133	1.61224
  134	1.6222
  135	1.63217
  136	1.64213
  137	1.65209
  138	1.66206
  139	1.67202
  140	1.68198
  141	1.69194
  142	1.70191
  143	1.71187
  144	1.72183
  145	1.73179
  146	1.74175
  147	1.75171
  148	1.76168
  149	1.77164
  150	1.7816
  151	1.79156
  152	1.80152
  153	1.81147
  154	1.82143
  155	1.83139
  156	1.84135
  157	1.85131
  158	1.86127
  159	1.87123
  160	1.87238
  161	1.86686
  162	1.87693
  163	1.88698
  164	1.89704
  165	1.9071
  166	1.91715
  167	1.9272
  168	1.93725
  169	1.94729
  170	1.95733
  171	1.96738
  172	1.97741
  173	1.98745
  174	1.99748
  175	2.00752
  176	2.01755
  177	2.02757
  178	2.0376
  179	2.04762
  180	2.05764
  181	2.06766
  182	2.07767
  183	2.08769
  184	2.0977
  185	2.1077
  186	2.11771
  187	2.12771
  188	2.13772
  189	2.14772
  190	2.15771
  191	2.16771
  192	2.1777
  193	2.18769
  194	2.19768
  195	2.20766
  196	2.21765
  197	2.22763
  198	2.2376
  199	2.24758
  200	2.25755
  201	2.26753
  202	2.2775
  203	2.28746
  204	2.29743
  205	2.30739
  206	2.31735
  207	2.32731
  208	2.33726
  209	2.34722
  210	2.35717
  211	2.36711
  212	2.37706
  213	2.387
  214	2.39695
  215	2.40689
  216	2.41682
  217	2.42676
  218	2.43669
  219	2.44662
  220	2.45655
  221	2.46647
  222	2.4764
  223	2.48632
  224	2.49624
